Precinct,WESLEY HUNT,VIRGIL JOHN BIERSCHWALE,JOHN O. ADEFOPE,JOHN CORNYN,ANNA BENDER,SARA CANADY,"GULREZ ""GUS"" KHAN",KEN PAXTON,Cast Votes,Undervotes,Overvotes,Mail Ballots,Early Voting,Election Day,EV Provisional,ED Provisional,Total Ballots Cast,Registered Voters,Turnout %
716,50,0,3,102,4,3,3,154,319,1,0,17,186,116,0,1,320,0,0
717,6,0,1,17,0,0,1,6,31,2,0,0,19,14,0,0,33,0,0
718,96,2,0,241,8,5,9,197,558,6,0,20,353,190,0,1,564,0,0
719,13,0,1,34,2,1,0,62,113,3,0,8,64,43,0,1,116,0,0
720,41,0,3,142,3,5,0,121,315,1,0,15,199,99,3,0,316,0,0
721,63,1,2,194,3,4,0,177,444,2,0,10,281,155,0,0,446,0,0
722,7,0,1,9,1,0,0,16,34,0,0,0,26,8,0,0,34,0,0
723,20,3,2,24,2,2,1,36,90,1,0,5,63,23,0,0,91,0,0
724,22,0,0,70,0,1,0,73,166,2,0,4,107,57,0,0,168,0,0
725,17,0,1,48,3,0,0,75,144,1,1,9,102,35,0,0,146,0,0
726,110,5,0,148,3,2,0,204,472,4,0,2,322,151,1,0,476,0,0
727,2,0,0,12,1,0,0,17,32,0,0,5,25,2,0,0,32,0,0
728,18,1,0,30,1,2,1,37,90,0,0,0,58,32,0,0,90,0,0
729,3,1,0,6,0,0,0,3,13,0,0,0,9,4,0,0,13,0,0
730,92,1,1,199,5,6,2,114,420,1,0,13,241,166,0,1,421,0,0
731,18,0,3,60,11,7,0,46,145,2,0,4,94,49,0,0,147,0,0
732,47,0,1,74,1,4,0,89,216,1,0,13,138,66,0,0,217,0,0
733,3,0,0,3,0,0,0,1,7,0,0,0,3,4,0,0,7,0,0
734,86,3,3,106,2,2,2,151,355,3,0,2,270,86,0,0,358,0,0
735,79,4,2,135,5,5,0,161,391,6,1,16,196,185,1,0,398,0,0
736,35,0,1,67,1,2,0,47,153,2,0,2,83,70,0,0,155,0,0
737,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
738,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
739,18,1,0,58,2,2,2,57,140,4,0,8,93,43,0,0,144,0,0
740,6,0,0,28,3,0,1,26,64,0,0,5,39,20,0,0,64,0,0
741,14,2,1,36,1,1,0,35,90,2,0,2,57,33,0,0,92,0,0
742,28,0,2,47,2,0,0,46,125,1,0,4,62,60,0,0,126,0,0
743,2,0,0,1,0,0,0,8,11,0,0,0,6,5,0,0,11,0,0
744,45,1,0,123,2,6,1,96,274,3,0,5,172,100,0,0,277,0,0
745,44,3,0,125,8,5,4,132,321,10,0,15,190,126,0,0,331,0,0
746,7,1,1,22,1,0,0,27,59,1,0,3,39,18,0,0,60,0,0
747,25,1,1,47,3,3,0,57,137,2,0,8,82,49,0,0,139,0,0
748,21,0,0,32,3,2,2,37,97,3,0,3,58,39,0,0,100,0,0
749,0,2,1,3,0,0,1,6,13,0,0,0,9,4,0,0,13,0,0
750,14,0,1,32,0,2,2,20,71,2,0,5,48,20,0,0,73,0,0
751,32,0,2,67,3,5,0,85,194,1,0,12,133,50,0,0,195,0,0
752,26,0,1,60,1,2,0,63,153,4,0,11,110,36,0,0,157,0,0
753,3,0,0,10,1,2,0,6,22,0,0,0,11,11,0,0,22,0,0
754,1,0,0,2,1,1,1,2,8,0,0,0,5,3,0,0,8,0,0
755,19,1,1,57,0,1,2,47,128,0,0,0,69,59,0,0,128,0,0
756,24,1,1,40,1,1,2,30,100,1,0,5,69,26,1,0,101,0,0
757,12,0,2,20,2,0,2,29,67,1,0,0,44,24,0,0,68,0,0
758,78,3,0,160,5,2,1,175,424,4,0,5,270,153,0,0,428,0,0
759,53,0,1,58,3,3,0,88,206,4,0,6,147,57,0,0,210,0,0
760,127,2,1,286,2,5,3,224,650,7,0,20,467,170,0,0,657,0,0
761,83,0,4,149,3,4,0,113,356,1,0,3,275,78,1,0,357,0,0
762,21,1,3,63,1,1,3,57,150,7,0,5,107,45,0,0,157,0,0
763,7,0,0,13,1,2,1,17,41,0,0,0,17,24,0,0,41,0,0
764,42,1,1,102,7,1,1,96,251,3,0,9,150,95,0,0,254,0,0
765,27,2,1,67,0,2,0,82,181,4,0,2,121,62,0,0,185,0,0
766,1,0,0,4,0,0,1,3,9,0,0,0,5,4,0,0,9,0,0
767,0,0,0,1,0,0,0,5,6,0,0,0,5,1,0,0,6,0,0
768,110,3,1,153,3,4,4,165,443,6,0,7,279,163,0,0,449,0,0
769,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,0,3,0,0
770,2,0,0,2,1,0,0,2,7,0,0,0,2,5,0,0,7,0,0
771,13,0,1,14,1,1,0,30,60,0,0,2,35,23,0,0,60,0,0
772,158,0,1,383,4,1,5,296,848,6,0,32,574,247,1,0,854,0,0
773,21,2,5,40,2,0,3,34,107,5,0,3,70,39,0,0,112,0,0
774,3,0,0,5,0,0,0,8,16,0,0,1,11,4,0,0,16,0,0
775,39,0,2,76,0,3,2,63,185,4,0,0,95,94,0,0,189,0,0
776,52,0,6,102,4,6,2,111,283,1,0,4,188,92,0,0,284,0,0
777,4,0,0,2,0,0,0,5,11,0,0,0,3,8,0,0,11,0,0
778,1,0,0,4,1,1,0,4,11,0,0,0,9,2,0,0,11,0,0
779,5,0,0,9,3,0,0,10,27,1,0,1,19,8,0,0,28,0,0
780,5,0,0,4,2,0,0,6,17,1,0,1,11,6,0,0,18,0,0
781,22,5,5,73,4,5,3,54,171,5,0,7,109,58,2,0,176,0,0
782,39,0,3,106,4,3,1,147,303,4,0,15,192,100,0,0,307,0,0
783,3,0,0,4,0,1,0,5,13,0,0,0,8,5,0,0,13,0,0
784,1,1,0,1,0,0,0,3,6,0,0,0,0,6,0,0,6,0,0
785,40,1,1,55,2,5,1,65,170,1,0,2,94,73,0,2,171,0,0
786,6,0,1,4,6,0,0,17,34,0,0,1,19,14,0,0,34,0,0
787,4,0,0,1,0,0,0,5,10,0,0,2,5,3,0,0,10,0,0
788,1,0,0,11,0,0,0,14,26,0,0,2,18,6,0,0,26,0,0
789,70,3,0,116,3,0,2,118,312,3,0,7,209,99,0,0,315,0,0
790,33,0,3,37,7,5,3,83,171,4,0,7,107,61,0,0,175,0,0
792,13,0,0,31,0,0,0,16,60,0,0,2,33,25,0,0,60,0,0
793,26,3,1,87,1,2,2,47,169,2,0,6,108,57,0,0,171,0,0
794,1,0,0,1,0,0,0,1,3,0,0,0,1,2,0,0,3,0,0
795,5,0,0,12,1,0,0,14,32,0,0,4,16,12,0,0,32,0,0
796,43,1,2,55,5,4,1,77,188,3,0,1,110,80,0,0,191,0,0
798,2,0,0,7,0,1,1,19,30,2,0,0,21,11,0,0,32,0,0
799,5,1,0,9,1,0,0,11,27,0,0,0,13,14,0,0,27,0,0
800,92,4,5,145,3,7,1,153,410,4,0,12,259,143,0,0,414,0,0
801,3,0,2,5,1,0,0,5,16,0,0,0,10,6,0,0,16,0,0
803,115,4,1,188,4,3,2,247,564,7,0,15,392,164,0,0,571,0,0
804,42,6,3,69,11,5,6,57,199,2,0,2,140,58,1,0,201,0,0
805,120,2,2,188,3,2,2,184,503,3,0,19,315,171,0,1,506,0,0
806,88,5,1,101,9,3,2,139,348,3,0,13,241,97,0,0,351,0,0
807,10,0,0,14,0,0,0,10,34,0,0,0,24,10,0,0,34,0,0
808,0,0,0,1,0,0,1,1,3,0,0,0,2,1,0,0,3,0,0
809,0,0,0,3,0,0,0,2,5,1,0,0,5,1,0,0,6,0,0
810,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
811,1,0,0,2,1,0,0,1,5,0,0,0,3,2,0,0,5,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,60,3,7,79,8,4,6,95,262,3,0,9,175,80,0,1,265,0,0
814,6,1,1,15,1,2,1,30,57,5,0,3,35,24,0,0,62,0,0
816,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0
817,41,1,3,90,4,3,0,103,245,2,0,5,162,80,0,0,247,0,0
818,2,0,0,7,1,1,0,10,21,0,0,1,12,8,0,0,21,0,0
819,6,0,0,13,0,0,1,6,26,1,0,0,12,14,1,0,27,0,0
820,14,0,0,27,3,0,0,26,70,0,0,3,35,32,0,0,70,0,0
821,5,0,1,5,1,1,0,7,20,1,0,1,15,5,0,0,21,0,0
822,1,0,1,0,0,0,0,1,3,0,0,0,2,1,0,0,3,0,0
823,45,3,3,97,4,2,2,108,264,5,0,7,179,83,0,0,269,0,0
824,8,0,1,21,6,0,0,19,55,0,0,5,41,9,0,0,55,0,0
825,56,1,2,93,10,2,2,103,269,9,0,1,174,103,0,0,278,0,0
826,5,0,0,16,0,0,0,10,31,0,0,2,15,14,0,0,31,0,0
827,2,0,1,6,0,0,0,9,18,0,0,0,8,10,0,0,18,0,0
828,73,1,2,131,3,3,1,159,373,3,0,7,253,116,0,0,376,0,0
829,3,0,0,1,0,0,0,7,11,0,0,0,9,2,0,0,11,0,0
830,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
831,14,1,0,19,0,1,1,22,58,0,0,1,37,20,0,0,58,0,0
832,4,0,0,3,0,0,0,2,9,0,0,0,3,6,0,0,9,0,0
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1,0,0,2,0,0,0,2,5,1,0,0,2,4,0,0,6,0,0
836,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
837,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
839,5,0,0,9,0,0,1,9,24,2,0,0,13,13,0,0,26,0,0
840,11,0,0,34,3,0,2,44,94,2,0,6,68,21,1,0,96,0,0
841,30,2,1,32,2,4,2,61,134,3,0,2,90,43,1,1,137,0,0
842,23,1,0,36,2,0,1,33,96,1,0,9,64,24,0,0,97,0,0
843,6,0,2,17,1,0,0,14,40,0,0,4,27,9,0,0,40,0,0
844,124,1,2,165,1,3,2,213,511,6,0,10,303,203,1,0,517,0,0
845,3,0,0,19,2,0,0,17,41,0,0,5,29,6,1,0,41,0,0
846,6,0,0,10,2,0,0,7,25,0,0,0,9,16,0,0,25,0,0
847,26,2,1,18,6,0,1,37,91,3,0,0,54,40,0,0,94,0,0
848,16,1,1,48,1,1,0,31,99,3,0,4,68,30,0,0,102,0,0
849,20,1,3,36,7,6,1,32,106,5,0,3,60,48,0,0,111,0,0
850,3,0,0,8,1,0,0,2,14,0,0,1,8,5,0,0,14,0,0
851,82,1,0,158,6,6,5,188,446,4,0,19,264,167,0,0,450,0,0
852,76,1,2,96,4,1,0,198,378,2,0,3,204,172,1,0,380,0,0
853,98,2,1,180,4,3,1,183,472,2,0,25,284,164,1,0,474,0,0
854,0,0,0,2,0,1,1,0,4,0,0,0,3,1,0,0,4,0,0
855,17,1,0,19,1,1,0,30,69,0,0,1,34,34,0,0,69,0,0
858,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,0
859,7,1,1,12,4,1,1,17,44,1,0,0,22,23,0,0,45,0,0
860,74,6,1,102,3,0,2,103,291,2,0,8,203,82,0,0,293,0,0
861,5,1,0,17,1,0,0,12,36,2,0,0,28,10,0,0,38,0,0
862,117,1,3,120,9,6,0,164,420,5,0,17,287,121,0,0,425,0,0
863,2,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,3,0,0
864,16,1,0,19,2,2,1,18,59,0,0,2,27,30,0,0,59,0,0
865,42,1,0,68,1,2,2,52,168,2,0,7,99,64,0,0,170,0,0
867,9,0,1,5,1,1,0,7,24,1,0,0,10,15,0,0,25,0,0
868,10,0,3,29,1,1,1,24,69,1,0,2,34,34,0,0,70,0,0
869,0,0,0,1,0,0,1,1,3,0,0,0,2,1,0,0,3,0,0
871,2,0,0,3,0,1,0,2,8,0,0,0,5,1,0,2,8,0,0
872,6,0,0,24,0,0,0,22,52,1,0,1,28,24,0,0,53,0,0
873,6,0,0,8,2,1,0,10,27,0,0,0,16,11,0,0,27,0,0
874,87,2,4,200,3,6,5,223,530,6,0,29,251,256,0,0,536,0,0
875,58,2,2,104,9,8,1,108,292,0,0,9,202,81,0,0,292,0,0
876,49,0,0,58,0,3,1,82,193,1,0,4,110,80,0,0,194,0,0
877,24,1,0,36,3,2,0,44,110,2,0,1,61,50,0,0,112,0,0
878,80,1,1,108,1,1,2,95,289,1,0,16,175,99,0,0,290,0,0
879,31,2,3,67,9,3,2,68,185,2,0,2,111,74,0,0,187,0,0
880,118,1,0,187,6,1,4,181,498,6,0,17,259,227,1,0,504,0,0
881,9,0,1,43,3,3,0,41,100,0,0,3,60,37,0,0,100,0,0
882,40,3,5,59,4,1,1,67,180,1,0,4,101,76,0,0,181,0,0
883,9,1,1,7,3,5,1,12,39,0,0,0,24,15,0,0,39,0,0
884,1,0,0,5,0,0,0,1,7,0,0,2,5,0,0,0,7,0,0
885,75,1,1,132,4,4,2,139,358,5,0,9,232,122,0,0,363,0,0
886,10,0,1,28,0,0,1,22,62,0,0,2,36,24,0,0,62,0,0
887,6,1,0,8,0,0,0,3,18,0,0,0,9,9,0,0,18,0,0
888,23,1,1,30,2,3,1,31,92,2,0,5,68,21,0,0,94,0,0
889,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,3,0,0
890,15,0,0,24,1,0,2,25,67,1,0,0,39,29,0,0,68,0,0
891,17,0,0,49,1,2,1,32,102,1,0,15,55,31,2,0,103,0,0
892,7,0,0,14,1,0,0,20,42,0,0,0,28,14,0,0,42,0,0
893,32,0,2,43,4,4,0,52,137,3,0,2,88,49,1,0,140,0,0
894,11,0,0,11,1,0,0,10,33,1,0,0,23,11,0,0,34,0,0
895,15,1,0,37,1,2,0,26,82,0,0,0,41,41,0,0,82,0,0
896,25,0,0,89,1,0,0,31,146,0,0,2,73,70,1,0,146,0,0
897,26,1,2,39,3,2,1,53,127,2,0,1,83,45,0,0,129,0,0
898,23,3,3,36,1,5,0,36,107,1,0,2,61,45,0,0,108,0,0
899,42,1,1,72,2,1,1,58,178,0,0,3,120,54,1,0,178,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,19,1,2,36,3,2,3,34,100,0,0,3,61,36,0,0,100,0,0
902,76,1,0,155,6,1,2,101,342,7,0,12,199,138,0,0,349,0,0
903,112,4,0,157,2,6,1,193,475,4,0,11,285,182,0,1,479,0,0
905,6,0,2,22,1,1,0,18,50,1,0,0,35,15,0,1,51,0,0
906,98,3,0,201,2,1,1,163,469,2,0,12,324,135,0,0,471,0,0
907,1,0,0,2,0,0,0,1,4,0,0,0,2,2,0,0,4,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,93,2,2,77,1,0,1,119,295,3,0,2,180,115,1,0,298,0,0
910,2,0,0,0,1,0,1,6,10,0,0,0,3,7,0,0,10,0,0
911,7,1,0,26,0,0,0,21,55,1,0,3,36,17,0,0,56,0,0
912,21,4,3,69,2,1,2,59,161,3,0,6,112,46,0,0,164,0,0
913,0,0,0,0,0,0,0,3,3,0,0,0,2,1,0,0,3,0,0
914,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0
915,67,3,1,84,5,4,4,112,280,2,0,2,184,96,0,0,282,0,0
916,179,4,3,161,9,7,2,220,585,5,0,17,364,209,0,0,590,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,71,3,0,191,2,6,1,122,396,3,0,12,225,162,0,0,399,0,0
920,1,0,0,14,1,0,0,1,17,0,0,0,13,4,0,0,17,0,0
921,17,0,0,23,1,1,0,21,63,0,0,4,45,14,0,0,63,0,0
923,82,0,0,132,3,2,1,149,369,4,0,6,271,96,0,0,373,0,0
926,72,0,2,78,8,1,1,116,278,2,0,7,171,102,0,0,280,0,0
927,78,1,2,138,4,0,3,128,354,0,0,6,213,135,0,0,354,0,0
928,8,0,0,47,3,0,0,22,80,0,0,0,44,36,0,0,80,0,0
930,1,0,0,1,0,0,0,8,10,0,0,0,5,5,0,0,10,0,0
931,3,0,0,12,0,0,0,2,17,0,0,1,12,4,0,0,17,0,0
933,7,0,0,39,1,0,0,16,63,2,0,10,33,19,3,0,65,0,0
934,1,0,0,7,0,0,0,2,10,0,0,0,3,7,0,0,10,0,0
935,23,1,1,41,2,3,2,45,118,1,0,3,77,39,0,0,119,0,0
936,2,0,0,2,0,0,0,1,5,0,0,0,3,2,0,0,5,0,0
937,37,0,1,111,2,2,2,55,210,1,0,9,125,77,0,0,211,0,0
938,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,13,0,0,12,0,2,2,33,62,2,0,2,31,31,0,0,64,0,0
942,0,0,0,3,0,0,0,2,5,1,0,3,1,2,0,0,6,0,0
943,3,0,0,4,1,2,0,6,16,1,0,2,9,6,0,0,17,0,0
944,1,0,0,1,2,1,0,0,5,0,0,0,0,5,0,0,5,0,0
945,0,0,0,1,0,0,0,1,2,1,0,0,1,2,0,0,3,0,0
946,7,0,0,14,1,3,1,24,50,1,0,1,24,26,0,0,51,0,0
947,19,0,1,40,1,1,1,24,87,0,0,2,41,44,0,0,87,0,0
948,11,0,1,62,1,2,0,34,111,2,0,4,70,37,2,0,113,0,0
949,8,1,1,28,0,2,0,18,58,1,0,3,25,31,0,0,59,0,0
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,1,0,0,6,0,1,0,2,10,0,0,0,6,4,0,0,10,0,0
952,2,0,0,1,0,0,0,3,6,0,0,1,3,2,0,0,6,0,0
953,6,1,0,14,0,1,0,9,31,0,0,1,17,13,0,0,31,0,0
954,0,0,1,1,0,1,0,2,5,0,0,0,3,2,0,0,5,0,0
955,84,2,3,179,6,0,1,155,430,7,0,9,286,141,1,0,437,0,0
956,13,0,0,11,3,1,0,13,41,0,0,0,23,18,0,0,41,0,0
957,0,0,1,6,2,1,0,7,17,2,0,0,8,11,0,0,19,0,0
958,6,2,0,14,0,5,0,15,42,0,0,0,19,23,0,0,42,0,0
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,11,3,1,18,3,0,0,17,53,1,0,0,29,25,0,0,54,0,0
961,10,0,0,5,2,2,0,12,31,0,0,0,18,12,0,1,31,0,0
962,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
963,8,2,0,18,1,1,0,18,48,0,0,0,31,17,0,0,48,0,0
964,49,0,0,69,3,1,4,78,204,0,0,6,130,68,0,0,204,0,0
965,4,0,0,12,0,0,0,3,19,0,0,1,11,7,0,0,19,0,0
966,5,0,0,16,0,1,2,20,44,0,0,1,21,21,1,0,44,0,0
967,5,0,2,10,0,2,0,10,29,3,0,1,17,14,0,0,32,0,0
968,35,1,2,20,4,2,3,26,93,2,0,2,62,31,0,0,95,0,0
969,0,0,0,3,0,0,1,1,5,0,0,0,4,1,0,0,5,0,0
970,1,0,0,2,0,0,0,1,4,1,0,0,4,1,0,0,5,0,0
971,5,0,0,11,2,0,0,8,26,0,0,1,8,17,0,0,26,0,0
972,117,2,1,190,2,9,2,191,514,1,0,2,367,145,1,0,515,0,0
973,43,1,1,71,2,2,1,61,182,1,0,6,115,62,0,0,183,0,0
974,14,0,2,14,3,0,1,26,60,1,0,0,37,24,0,0,61,0,0
975,7,0,0,6,0,0,0,13,26,0,0,1,13,12,0,0,26,0,0
976,5,0,0,12,0,1,0,21,39,1,0,0,24,16,0,0,40,0,0
977,6,0,1,15,0,1,2,8,33,0,0,2,15,16,0,0,33,0,0
978,8,0,0,4,0,0,0,7,19,0,0,1,11,7,0,0,19,0,0
980,46,1,1,77,4,1,1,80,211,1,0,7,128,77,0,0,212,0,0
981,2,0,0,12,0,1,0,7,22,0,0,0,14,8,0,0,22,0,0
982,123,0,4,157,4,1,2,217,508,5,0,5,333,174,1,0,513,0,0
983,60,2,4,104,6,1,2,150,329,3,0,5,202,124,1,0,332,0,0
984,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
985,5,0,0,15,2,0,0,8,30,0,0,0,24,6,0,0,30,0,0
986,1,0,0,2,1,0,1,7,12,0,0,0,10,2,0,0,12,0,0
987,1,0,0,2,0,0,0,2,5,0,0,1,3,1,0,0,5,0,0
988,104,3,2,155,3,3,4,210,484,2,0,13,336,137,0,0,486,0,0
989,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
990,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,2,0,0
991,40,4,3,52,4,0,3,80,186,2,0,6,135,47,0,0,188,0,0
992,23,0,0,29,0,3,0,34,89,0,0,1,58,30,0,0,89,0,0
994,15,0,2,14,0,0,0,21,52,1,0,0,27,26,0,0,53,0,0
995,7,1,0,13,0,0,0,16,37,0,0,0,22,15,0,0,37,0,0
996,5,1,1,35,0,0,2,28,72,2,0,7,53,14,0,0,74,0,0
997,1,1,0,4,0,0,0,6,12,1,0,0,4,9,0,0,13,0,0
1000,0,0,0,4,0,0,0,4,8,0,0,0,7,1,0,0,8,0,0
1001,4,1,1,11,1,2,1,22,43,3,0,0,38,8,0,0,46,0,0
1002,3,0,0,2,0,1,0,4,10,0,0,0,4,6,0,0,10,0,0
1003,0,0,0,1,0,0,0,3,4,0,0,0,4,0,0,0,4,0,0
1004,21,1,1,19,2,1,0,27,72,0,0,0,46,26,0,0,72,0,0
1006,8,0,0,2,1,0,1,9,21,1,0,2,12,8,0,0,22,0,0
1007,23,1,0,24,3,3,1,18,73,0,0,2,39,32,0,0,73,0,0
1008,58,0,0,72,4,3,0,107,244,5,0,3,175,71,0,0,249,0,0
1009,2,0,2,2,1,2,0,6,15,1,0,0,11,5,0,0,16,0,0
1010,9,0,0,11,2,0,0,12,34,0,0,0,25,9,0,0,34,0,0
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,6,2,1,27,0,1,0,15,52,0,0,2,23,27,0,0,52,0,0
1016,66,3,1,153,8,3,0,174,408,3,0,15,236,160,0,0,411,0,0
1017,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1019,2,0,0,2,0,0,0,0,4,0,0,0,3,1,0,0,4,0,0
1020,18,1,0,20,2,1,1,29,72,2,0,4,47,23,0,0,74,0,0
1021,6,2,0,36,0,1,0,34,79,0,0,9,56,14,0,0,79,0,0
1022,85,3,1,90,3,1,0,125,308,7,0,8,194,113,0,0,315,0,0
1023,2,0,0,7,0,2,1,11,23,1,0,0,15,9,0,0,24,0,0
1024,14,0,0,19,0,1,0,21,55,0,0,1,32,22,0,0,55,0,0
1025,26,0,0,34,4,3,1,60,128,1,0,0,68,60,1,0,129,0,0
1026,17,0,0,42,1,1,0,37,98,2,0,3,58,39,0,0,100,0,0
1027,4,0,0,11,1,1,0,22,39,1,0,0,29,11,0,0,40,0,0
1028,69,1,1,91,6,3,1,118,290,7,0,8,177,111,0,1,297,0,0
1029,51,1,1,100,1,4,1,97,256,2,0,16,167,75,0,0,258,0,0
1030,2,1,0,1,0,0,0,2,6,0,0,1,1,4,0,0,6,0,0
1031,23,1,0,62,3,3,0,70,162,1,0,6,94,63,0,0,163,0,0
1032,1,0,0,4,0,2,0,3,10,0,0,0,6,4,0,0,10,0,0
1033,8,0,0,29,0,0,1,11,49,2,0,8,30,13,0,0,51,0,0
1034,10,1,0,14,3,4,1,27,60,2,0,3,48,11,0,0,62,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,2,0,0,3,0,0,0,2,7,0,0,0,4,3,0,0,7,0,0
1037,19,0,6,47,3,3,4,23,105,8,0,2,60,51,0,0,113,0,0
1038,79,0,3,106,6,3,1,113,311,1,0,11,192,109,0,0,312,0,0
1040,4,1,3,14,0,1,1,7,31,7,0,0,30,8,0,0,38,0,0
1041,2,0,0,4,1,1,0,6,14,0,0,4,6,4,0,0,14,0,0
1042,24,1,2,34,3,5,5,62,136,0,0,2,96,38,0,0,136,0,0
1043,32,4,1,86,4,2,2,99,230,1,0,16,124,91,0,0,231,0,0
1044,2,0,2,13,0,2,2,8,29,0,0,1,22,5,1,0,29,0,0
1045,7,0,0,17,0,0,2,13,39,0,0,0,26,13,0,0,39,0,0
1046,14,1,1,49,0,1,0,37,103,4,0,5,73,29,0,0,107,0,0
1047,6,0,0,10,2,2,0,4,24,0,0,0,16,8,0,0,24,0,0
1048,15,0,0,15,1,0,1,19,51,0,0,0,28,23,0,0,51,0,0
1049,2,1,0,10,0,1,0,7,21,0,0,0,10,11,0,0,21,0,0
1050,0,0,0,2,1,0,0,4,7,0,0,0,3,4,0,0,7,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,7,0,0,11,2,0,0,8,28,1,0,1,14,14,0,0,29,0,0
1054,69,0,6,173,10,6,4,205,473,4,0,17,319,140,1,0,477,0,0
1055,88,3,3,161,6,4,0,190,455,5,0,18,331,110,1,0,460,0,0
1056,56,1,4,137,6,4,2,148,358,8,0,7,243,116,0,0,366,0,0
1057,2,0,0,0,0,0,0,9,11,0,0,0,5,6,0,0,11,0,0
1058,2,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0
1059,20,0,0,33,2,1,0,40,96,2,0,6,62,30,0,0,98,0,0
1060,4,1,0,3,1,0,1,3,13,0,0,0,11,2,0,0,13,0,0
1061,22,1,1,27,1,0,0,15,67,1,0,6,44,18,0,0,68,0,0
1062,52,1,2,134,7,4,0,151,351,4,0,18,242,95,0,0,355,0,0
1063,15,2,2,35,5,2,1,45,107,1,0,4,59,45,0,0,108,0,0
1064,31,3,5,73,8,3,6,81,210,4,0,6,142,66,0,0,214,0,0
1065,104,0,1,137,2,3,4,160,411,5,0,9,234,172,0,1,416,0,0
1067,17,2,0,38,1,2,0,31,91,3,0,1,47,46,0,0,94,0,0
1068,18,1,1,66,3,0,1,63,153,0,0,7,80,65,0,1,153,0,0
1069,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1070,1,1,1,2,0,0,0,11,16,0,0,1,7,8,0,0,16,0,0
1071,31,3,2,66,6,3,1,60,172,1,0,6,106,61,0,0,173,0,0
1072,13,1,1,17,3,1,2,11,49,0,0,0,32,17,0,0,49,0,0
1074,7,0,0,0,0,0,0,7,14,0,0,0,9,5,0,0,14,0,0
1076,53,2,1,58,4,1,0,63,182,0,0,2,118,62,0,0,182,0,0
1077,14,0,0,19,1,0,1,26,61,1,1,4,35,24,0,0,63,0,0
1078,42,2,2,51,5,7,2,81,192,1,0,3,138,52,0,0,193,0,0
1079,7,1,0,18,0,2,0,21,49,0,0,2,31,16,0,0,49,0,0
1080,6,0,0,6,0,1,0,5,18,0,0,1,14,3,0,0,18,0,0
1081,1,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0
1084,7,0,0,20,0,0,0,17,44,0,0,2,29,13,0,0,44,0,0
1085,87,7,2,164,2,2,4,259,527,5,0,20,309,203,0,0,532,0,0
1086,141,8,5,277,7,4,2,308,752,3,0,29,516,209,1,0,755,0,0
1087,30,0,1,75,1,1,4,76,188,3,0,4,114,72,1,0,191,0,0
1088,14,0,0,22,1,0,0,11,48,0,0,5,26,17,0,0,48,0,0
1089,3,0,0,4,0,0,0,6,13,0,0,0,9,4,0,0,13,0,0
1090,16,0,1,22,0,0,0,14,53,1,0,0,37,17,0,0,54,0,0
1091,25,3,2,92,6,4,1,88,221,3,0,7,154,63,0,0,224,0,0
1092,9,0,1,8,1,0,0,21,40,0,0,1,25,14,0,0,40,0,0
